local_bsz,step_time,sync_time,num_nodes,num_replicas
4,0.6113776564598083,0.18992468881607058,3,3
6,0.7937219142913818,0.25853020191192627,3,3
8,0.7603646367788315,0.3115486259460449,3,3
4,0.7077308148145676,0.2956398019790649,3,4
6,0.9365905225276947,0.38538038253784185,3,4
8,0.8359123319387436,0.37900769805908197,3,4
4,0.6644726097583771,0.2840238771438599,2,3
6,0.8667450547218323,0.36165386009216305,2,3
8,0.7892442345619202,0.3289213085174561,2,3
4,0.6827132105827332,0.2812509889602661,2,4
6,0.8825724869966507,0.29550513839721687,2,4
8,0.7977776825428009,0.3502713384628296,2,4
4,0.7475070357322693,0.36038148880004883,3,6
6,0.9693275988101959,0.38041274070739745,3,6
8,0.8506377190351486,0.4218039760589599,3,6
4,0.7861061990261078,0.40886310768127443,3,8
6,1.0446244031190872,0.45006511497497564,3,8
8,0.9118925780057907,0.4613707122802734,3,8
4,0.7743665426969528,0.3524403133392334,2,6
6,1.026123270392418,0.4736200332641601,2,6
8,0.8634424656629562,0.4495766506195068,2,6
4,0.8048208206892014,0.3853287887573242,3,10
6,1.0586293637752533,0.38844135284423825,3,10
8,0.8730407208204269,0.4137445297241211,3,10
4,0.7825916558504105,0.38629534912109376,2,8
6,1.0473961681127548,0.4422300662994384,2,8
8,0.8628839552402496,0.4388784866333008,2,8
4,0.8102490454912186,0.38866365242004397,3,12
6,1.0791792124509811,0.45975535392761224,3,12
8,0.9043958336114883,0.5058695640563966,3,12
4,0.827236145734787,0.42022199821472167,3,14
6,1.0822795033454895,0.46276873016357417,3,14
8,0.8847639113664627,0.4396615295410156,3,14
4,0.8108579367399216,0.41404140472412104,2,10
6,1.0499882996082306,0.4474350414276123,2,10
8,0.837125837802887,0.44517149543762213,2,10
4,0.8031816780567169,0.4250299587249757,3,16
6,1.0555386990308762,0.4783715362548829,3,16
8,0.886742502450943,0.4749220466613769,3,16
4,0.7786228358745575,0.39279835700988774,2,12
6,1.0232356786727905,0.46511650276184086,2,12
8,0.8323343396186829,0.43655129623413086,2,12
4,0.7788461744785309,0.40428357696533207,3,18
6,1.031198188662529,0.45655255317687987,3,18
8,0.8347723484039307,0.44674977874755867,3,18
4,0.7792167961597443,0.4149558105468751,3,20
6,1.041348248720169,0.4818618679046631,3,20
8,0.8804095685482025,0.5042029647827149,3,20
4,0.7920448482036591,0.39955817413330075,2,14
6,1.0375645756721497,0.47328984832763676,2,14
8,0.8563209772109985,0.4696413650512695,2,14
4,0.814811959862709,0.4265773944854736,3,22
6,1.0402527302503586,0.5331694889068603,3,22
8,0.870707705616951,0.4731826343536378,3,22
4,0.7900899946689606,0.3994295883178711,2,16
6,1.032455489039421,0.4645511054992676,2,16
8,0.8562517315149307,0.4480155544281006,2,16
4,0.8245645463466644,0.42826982116699214,3,24
6,1.0583373755216599,0.49791328430175785,3,24
8,0.8629325926303864,0.4267905559539795,3,24
