local_bsz,step_time,sync_time,placement
4,0.4292915612459183,0.0018916519954800606,1
6,0.682349443435669,0.0013153800144791604,1
8,0.5907069444656372,0.0016126280054450035,1
4,0.5204032808542252,0.16217390727996825,11
6,0.7279864996671677,0.1467312636375427,11
8,0.6918596029281616,0.18234692859649657,11
4,0.614736407995224,0.2488876714706421,12
6,0.8274611681699753,0.36646037864685055,12
8,0.7451562732458115,0.28409194660186765,12
4,0.6749060750007629,0.337071891784668,13
6,0.8913944065570831,0.39901263141632076,13
8,0.7634603381156921,0.33673608207702627,13
4,0.7353014498949051,0.3463895359039307,14
6,0.9676074385643005,0.4475344734191895,14
8,0.7967474013566971,0.34273066997528073,14
4,0.7005151659250259,0.3242216539382935,15
6,0.9385617077350616,0.4536907081604004,15
8,0.7805750370025635,0.35224194145202636,15
4,0.7379071712493896,0.36686339569091797,16
6,0.9428053051233292,0.4789566917419434,16
8,0.8047824949026108,0.430925703048706,16
4,0.728544294834137,0.36126064491271975,17
6,0.9445970356464386,0.46270165252685547,17
8,0.837722897529602,0.41750058746337887,17
4,0.7380492985248566,0.3517018299102784,18
6,0.9692989587783813,0.47459739494323727,18
8,0.8187285661697388,0.4020611286163329,18
4,0.5046068578958511,0.12684185838699344,2
6,0.7506143003702164,0.12416427755355834,2
8,0.6373366415500641,0.14679359102249145,2
4,0.6608543395996094,0.2781769723892212,22
6,0.8600921779870987,0.25656640434265143,22
8,0.7573691010475159,0.31889584732055665,22
4,0.7336049228906631,0.37133769416809087,23
6,0.9678873717784882,0.43350829505920413,23
8,0.7917980700731277,0.38656614685058593,23
4,0.7545060962438583,0.40966525459289554,24
6,0.9914793372154236,0.45226220130920414,24
8,0.8241404145956039,0.43439221572875975,24
4,0.7430473566055298,0.38652936553955086,25
6,0.9732566922903061,0.4498053512573241,25
8,0.794942632317543,0.3884529781341553,25
4,0.7370495349168777,0.367852991104126,26
6,0.9468670338392258,0.4535611896514892,26
8,0.8357909172773361,0.4469860458374024,26
4,0.7100155800580978,0.34587677574157727,27
6,0.9317962825298309,0.39237236309051504,27
8,0.7906935811042786,0.369633617401123,27
4,0.8067511767148972,0.43686166572570806,28
6,1.0149791985750198,0.4967289848327637,28
8,0.8487175405025482,0.4406719055175781,28
4,0.5866382569074631,0.1895840582847595,3
6,0.8338881731033325,0.18003156757354735,3
8,0.6499982178211212,0.21622831106185916,3
4,0.7169981151819229,0.3453029384613038,33
6,0.9607398957014084,0.4223500852584839,33
8,0.8256050646305084,0.3808446455001831,33
4,0.7326730638742447,0.36498771572113037,34
6,0.9896362274885178,0.42597074127197265,34
8,0.8267427235841751,0.3992759780883789,34
4,0.7542493790388107,0.3952637481689453,35
6,1.0091698616743088,0.4256884346008301,35
8,0.8397825509309769,0.39601672554016104,35
4,0.7540989518165588,0.361319299697876,36
6,0.9624733030796051,0.318760983467102,36
8,0.7962798327207565,0.37689713859558105,36
4,0.7655669301748276,0.38751728820800774,37
6,1.010158732533455,0.42292812919616707,37
8,0.8172634840011597,0.4081651649475098,37
4,0.7456664741039276,0.37615819740295414,38
6,0.9863243401050568,0.42896965599060055,38
8,0.7965541332960129,0.37523380661010747,38
4,0.6164288967847824,0.2260663232803345,4
6,0.8806215673685074,0.28931710147857664,4
