local_bsz,step_time,sync_time,num_nodes,num_replicas
10,0.4037265032529831,0.06306622612476348,3,3
14,0.4209309369325638,0.049900979876518245,3,3
20,0.5146784633398056,0.056276034116744984,3,3
28,0.6075058281421661,0.049632830262184145,3,3
40,0.7875478565692902,0.04455553978681564,3,3
57,1.1152677834033966,0.06050165992230177,3,3
80,1.584146954796531,0.09752645841511813,3,3
10,0.4355584979057312,0.07590660595893861,3,4
14,0.4772159308195114,0.07173795652389527,3,4
20,0.5731673091650009,0.08674249243736266,3,4
28,0.6326228082180023,0.08710009813308717,3,4
40,0.833670362830162,0.09355503553152085,3,4
57,1.15282807747523,0.09206994063655537,3,4
80,1.596041134425572,0.18877795873369488,3,4
10,0.44799038767814636,0.07295419263839721,2,3
14,0.4801264554262161,0.06363115549087525,2,3
20,0.5587571412324905,0.07960739398002625,2,3
28,0.6378887891769409,0.07496196007728577,2,3
40,0.8133413046598434,0.0800461540222168,2,3
57,1.1392515152692795,0.08232218499481678,2,3
80,1.5555687167427756,0.0685423349792307,2,3
10,0.4860924035310745,0.06090380775928499,2,4
14,0.529591903090477,0.079099214553833,2,4
20,0.616813451051712,0.06598073196411133,2,4
28,0.7049249410629272,0.0758341372013092,2,4
40,0.8830930441617966,0.0645706797838211,2,4
57,1.1742562254269917,0.02830134105682373,2,4
80,1.5789759499686105,0.09124367535114286,2,4
10,0.552947923541069,0.1037614197731018,3,6
14,0.5707113593816757,0.09326958966255189,3,6
20,0.6196988672018051,0.09724850678443908,3,6
28,0.7082439810037613,0.08580665206909181,3,6
40,0.8392330733212557,0.07141807902943005,3,6
57,1.1706189314524333,0.06812587356567383,3,6
80,1.6457990010579426,0.18679675610860189,3,6
10,0.6899301558732986,0.1255903158187866,3,8
14,0.6955852657556534,0.11875317716598512,3,8
20,0.7710516005754471,0.13252886581420897,3,8
28,0.8129893082838792,0.13651610389122595,3,8
40,0.9191657134464809,0.14184795270647324,3,8
57,1.2379937171936035,0.15156298319498698,3,8
80,1.5927844047546387,0.208627685546875,3,8
10,0.6556179225444794,0.09025201845169067,2,6
14,0.6923443675041199,0.10237884640693665,2,6
20,0.757457435131073,0.11757222270965578,2,6
28,0.8061799854040146,0.11478528356552126,2,6
40,0.907731988213279,0.09622926035794346,2,6
57,1.215896487236023,0.08107917881011963,2,6
80,1.6440779368082683,0.21055278778076172,2,6
10,0.7115011811256409,0.1222795901298523,3,10
14,0.7074610441923141,0.11212020397186281,3,10
20,0.7785322507222493,0.10363644841512043,3,10
28,0.8361520502302382,0.10909717051188152,3,10
40,0.9721526145935059,0.08660484008789063,3,10
57,1.1937252283096313,0.01801691257953644,3,10
10,0.705313041806221,0.12070392370223999,2,8
14,0.7393883317708969,0.10287619519233704,2,8
20,0.7750918120145798,0.10245036697387695,2,8
28,0.8386966081765982,0.10487705172025241,2,8
40,0.9852174690791539,0.09074951335362026,2,8
57,1.2209757169087727,0.04356302881240844,2,8
80,1.6690068244934082,0.20788429260253907,2,8
10,0.708887979388237,0.12621634674072266,3,12
14,0.7319882065057755,0.11489494800567628,3,12
20,0.786397119363149,0.12923215103149416,3,12
28,0.8368676730564663,0.12575882611955916,3,12
40,1.004638671875,0.13696092224121093,3,12
10,0.7210482209920883,0.13563327646255494,3,14
14,0.7534050464630127,0.1284243642171224,3,14
20,0.7942515744103326,0.13753385755750866,3,14
28,0.8533516883850097,0.14143294372558593,3,14
40,0.988937258720398,0.12471364593505858,3,14
10,0.7302596718072891,0.12483665800094604,2,10
14,0.720654234290123,0.10890912675857545,2,10
20,0.7723326841990154,0.10359090118408203,2,10
28,0.8310479587978787,0.11338764444986979,2,10
40,0.9955162048339844,0.11054049148559571,2,10
57,1.213153600692749,0.024580656051635744,2,10
10,0.714649423956871,0.11012143683433534,3,16
14,0.7461068813617413,0.11093691723163314,3,16
20,0.8009272302900042,0.12899187687465125,3,16
28,0.8703446388244629,0.13257675170898436,3,16
40,0.96657395362854,0.041398273468017575,3,16
10,0.7325339764356613,0.14078000545501707,2,12
14,0.7388667166233063,0.13210227727890014,2,12
20,0.7649680773417155,0.13306301053365072,2,12
28,0.8532074860164097,0.14839896065848215,2,12
40,0.9658365249633789,0.1283012898763021,2,12
10,0.7464538812637329,0.14537527608871456,3,18
14,0.7387310591610995,0.11751785070245915,3,18
20,0.7812667687733968,0.11957363764444988,3,18
28,0.8409176667531332,0.12680825551350913,3,18
10,0.7449316501617431,0.15037380218505858,3,20
14,0.7498213450113932,0.12754912397596568,3,20
20,0.7948133945465088,0.12314705963134764,3,20
28,0.8437784910202026,0.10617099380493164,3,20
10,0.7151882201433182,0.12628905248641967,2,14
14,0.7338028907775879,0.11802847722371418,2,14
20,0.7671138180626763,0.09749284108479817,2,14
28,0.828659963607788,0.11909856719970704,2,14
40,1.0048332214355469,0.12753414535522462,2,14
10,0.7314348771021917,0.13389681537334736,3,22
14,0.7399295270442963,0.12152183151245116,3,22
20,0.7998859286308289,0.14653232192993162,3,22
28,0.8959941864013672,0.1575470428466797,3,22
10,0.7266360372304916,0.1348841671943665,2,16
14,0.736735619031466,0.11058490929236779,2,16
20,0.7736881801060268,0.11946599142892021,2,16
28,0.8445377945899963,0.11732425689697266,2,16
40,0.9779052734375,0.04334447860717774,2,16
10,0.7362338900566101,0.13272960472106934,3,24
14,0.7658834797995431,0.12605575779506137,3,24
20,0.8245345751444498,0.1363021240234375,3,24
28,0.8569793701171875,0.15312486267089845,3,24
