local_bsz,placement,step_time,sync_time
32,1,0.012984409928321838,0.00048278000392019754
45,1,0.012909099459648132,0.0004934880062937736
64,1,0.011941447854042053,0.0004621839988976717
91,1,0.012039527297019958,0.00041453599929809566
129,1,0.013047710061073303,0.00046850399486720576
182,1,0.012078210711479187,0.00043026600033044824
257,1,0.013438373804092407,0.0005072719994932414
363,1,0.013496890664100647,0.0005030340049415827
513,1,0.011409059166908264,0.0004086140021681786
725,1,0.013300329446792603,0.0005188560001552104
1025,1,0.0114012211561203,0.00039727400057017805
1450,1,0.015068382024765015,0.0006024000067263841
2051,1,0.013722926378250122,0.0004756759982556105
2901,1,0.01582890748977661,0.0006479059997946023
4103,1,0.012537747621536255,0.00038373599946498876
5803,1,0.013445749878883362,0.00046617600321769716
8207,1,0.017443612217903137,0.0006005200017243624
11606,1,0.01551315188407898,0.0006211399957537651
16413,1,0.015841513872146606,0.0006169540025293827
23211,1,0.016105204820632935,0.0006084219925105572
32768,1,0.01615998148918152,0.0005914880000054836
32,2,0.01556357741355896,0.00400348599255085
45,2,0.015228703618049622,0.004588088035583497
64,2,0.016803458333015442,0.004819343954324723
91,2,0.015100240707397461,0.004824543997645378
129,2,0.01509818434715271,0.005977868020534516
182,2,0.016672641038894653,0.004720353990793228
257,2,0.015912771224975586,0.004910830006003379
363,2,0.016091525554656982,0.004950490072369577
513,2,0.014780014753341675,0.005500821992754937
725,2,0.015151828527450562,0.005256572082638741
1025,2,0.016329586505889893,0.004713580042123794
1450,2,0.01648445427417755,0.0045220919996500014
2051,2,0.01510348916053772,0.005311952009797098
2901,2,0.014849171042442322,0.005049592047929763
4103,2,0.016650646924972534,0.00378015798330307
5803,2,0.018571138381958008,0.004257778033614159
8207,2,0.017907753586769104,0.006498310044407846
11606,2,0.01892147958278656,0.005913112029433251
16413,2,0.017626896500587463,0.004155993968248367
23211,2,0.018081456422805786,0.005892729982733726
32768,2,0.017323553562164307,0.004612902015447616
32,3,0.016775667667388916,0.005585855960845947
45,3,0.017798319458961487,0.006432279944419861
64,3,0.018297284841537476,0.007302817970514299
91,3,0.017112210392951965,0.007629862040281295
129,3,0.01799219846725464,0.009616009980440139
182,3,0.018418967723846436,0.007787395983934401
257,3,0.018022343516349792,0.007020751982927322
363,3,0.018179431557655334,0.007816400021314621
513,3,0.01786823570728302,0.007759284079074861
725,3,0.018590644001960754,0.008706584006547929
1025,3,0.018991872668266296,0.007636123925447464
1450,3,0.01850372552871704,0.006568467974662782
2051,3,0.019310012459754944,0.006460641980171204
2901,3,0.01817162334918976,0.006666868001222611
4103,3,0.020178675651550293,0.006234868019819259
5803,3,0.01971299946308136,0.007092796027660369
8207,3,0.019639134407043457,0.0071631200313568115
11606,3,0.019750311970710754,0.006511240005493165
16413,3,0.01987387239933014,0.009434947967529297
23211,3,0.02227875590324402,0.00987133201956749
32768,3,0.022565260529518127,0.009850297987461091
32,4,0.018724337220191956,0.008937375962734221
45,4,0.01906786859035492,0.008723178029060363
64,4,0.02025887370109558,0.009899066030979157
91,4,0.01851549744606018,0.008692371964454649
129,4,0.01883716881275177,0.009187693953514101
182,4,0.019529476761817932,0.009212074011564252
257,4,0.019627943634986877,0.008185319960117338
363,4,0.01961444318294525,0.008828255951404573
513,4,0.020008891820907593,0.009120421946048736
725,4,0.022457078099250793,0.009973586052656174
1025,4,0.020492583513259888,0.008214369982481004
1450,4,0.02037835121154785,0.010260962009429933
2051,4,0.020233988761901855,0.0090594419836998
2901,4,0.021835878491401672,0.009047377943992614
4103,4,0.02120669186115265,0.008301599889993667
5803,4,0.021606385707855225,0.00879398000240326
8207,4,0.020921483635902405,0.00982524797320366
11606,4,0.02154327929019928,0.007934671998023987
16413,4,0.021803930401802063,0.00924701005220413
23211,4,0.021613046526908875,0.006969962000846862
32768,4,0.024829447269439697,0.010168828010559084
