local_bsz,step_time,sync_time,placement
32,0.03502224385738373,0.0005763840004801751,1
45,0.035959795117378235,0.0006049919985234738,1
64,0.0359329879283905,0.00040908799879252913,1
91,0.037409693002700806,0.00027532800100743776,1
129,0.04839259386062622,0.00031833599880337724,1
182,0.04177588224411011,0.0002729600034654141,1
257,0.04996894299983978,0.0002729599997401238,1
363,0.05908021330833435,0.0002843519989401102,1
513,0.07232987880706787,0.0002741119973361492,1
725,0.09250578284263611,0.00027398400194942956,1
1024,0.12005722522735596,0.00027398399822413925,1
32,0.03008502721786499,0.0007754239961504935,11
45,0.029482632875442505,0.0015525120086967944,11
64,0.030005410313606262,0.0017159040048718452,11
91,0.033189937472343445,0.0028488960452377797,11
129,0.033400848507881165,0.0012277120053768157,11
182,0.03757260739803314,0.0016576639823615551,11
257,0.04552304744720459,0.0011760640107095243,11
363,0.054526448249816895,0.0009628800041973591,11
513,0.068370521068573,0.0009155840091407298,11
725,0.08895675837993622,0.001150719992816448,11
1024,0.11640547215938568,0.0013994880020618437,11
32,0.031116768717765808,0.0034300800226628775,12
45,0.032218024134635925,0.0039606399834156035,12
64,0.030720695853233337,0.0022762239985167974,12
91,0.03273068368434906,0.0026547839790582654,12
129,0.03317315876483917,0.0013313919827342034,12
182,0.0369807630777359,0.0014004479981958866,12
257,0.046399518847465515,0.0017962240166962149,12
363,0.05583082139492035,0.0015511039942502978,12
513,0.06859402358531952,0.0011287680119276048,12
725,0.08986443281173706,0.001667391989380121,12
1024,0.11641550064086914,0.0011218385588039053,12
32,0.03006574511528015,0.0014547200240194798,13
45,0.030407562851905823,0.00165472000092268,13
64,0.030830517411231995,0.0021655040159821513,13
91,0.03337907791137695,0.002044096004217863,13
129,0.0352354496717453,0.002139583982527256,13
182,0.03662768006324768,0.0010337279997766017,13
257,0.04642847180366516,0.0016986879929900172,13
363,0.055894121527671814,0.0015335680022835732,13
513,0.07071864604949951,0.0026327679902315142,13
725,0.08892166614532471,0.0016448853065570198,13
1024,0.11647888592311315,0.0015560411299977983,13
32,0.030182987451553345,0.0010583040006458759,14
45,0.031148642301559448,0.002740031994879246,14
64,0.03167763352394104,0.002533055998384952,14
91,0.03272610902786255,0.0021832959838211535,14
129,0.03498069941997528,0.0009955200105905533,14
182,0.038726091384887695,0.0023716480247676372,14
257,0.04622150957584381,0.001330879993736744,14
363,0.05641564726829529,0.0019031039848923686,14
513,0.06929019519260951,0.0018712137128625596,14
725,0.09002208709716797,0.0020619520246982575,14
1024,0.1164541244506836,0.0009313279986381531,14
32,0.031908437609672546,0.003371711976826191,15
45,0.030748441815376282,0.002918399959802628,15
64,0.0340348482131958,0.0026040319949388506,15
91,0.03370314836502075,0.0017813120186328892,15
129,0.03618144989013672,0.0027635199949145313,15
182,0.03998251259326935,0.00277580800652504,15
257,0.04751041531562805,0.002015232004225254,15
363,0.0566776841878891,0.0020403200089931487,15
513,0.06960138407620517,0.0022253381880846888,15
725,0.08967018127441406,0.001908736030260722,15
1024,0.11745548248291016,0.0026432852745056153,15
32,0.03281913697719574,0.00304742406308651,16
45,0.03191003203392029,0.0030494080036878586,16
64,0.0326416939496994,0.0040692479759454735,16
91,0.03610125184059143,0.005685759939253329,16
129,0.03692951798439026,0.0018400640115141867,16
182,0.03907063603401184,0.002343872003257274,16
257,0.04722145199775696,0.0021910399869084357,16
363,0.05676725932529995,0.002484077709061759,16
513,0.07015600800514221,0.001975296005606651,16
725,0.08960855007171631,0.0012787200212478638,16
1024,0.11523580551147461,0.0017776639461517334,16
32,0.03336672484874725,0.005612095981836318,17
45,0.0328100323677063,0.003471616014838218,17
64,0.03441612422466278,0.004648832038044929,17
91,0.034474894404411316,0.0037047680020332327,17
129,0.040794357657432556,0.005879488065838815,17
182,0.04159189760684967,0.004270463980734349,17
257,0.04829980432987213,0.002994752019643784,17
363,0.05865993102391561,0.003819605350494385,17
513,0.06958150863647461,0.0017100800105503626,17
725,0.09142072995503743,0.0032672426303227745,17
1024,0.11828994750976562,0.0030146560668945313,17
32,0.03251717984676361,0.004462143950164319,18
45,0.034087494015693665,0.00516294401884079,18
64,0.03150998055934906,0.002584575980901718,18
91,0.034441083669662476,0.0024892800077795985,18
129,0.03779688477516174,0.0033224959746003153,18
182,0.04115770757198334,0.003860927999019623,18
257,0.04869307577610016,0.002731648005545139,18
363,0.05744049549102783,0.0032392192006111147,18
513,0.0705575942993164,0.002993356776237488,18
725,0.08980143070220947,0.0018278400301933288,18
32,0.029703661799430847,0.0013184000067412852,2
45,0.031037867069244385,0.0016381440088152886,2
64,0.029399201273918152,0.0007912319973111152,2
91,0.03196823596954346,0.0011520639806985855,2
129,0.03524746000766754,0.0008998399749398231,2
182,0.037044718861579895,0.0014844800159335135,2
257,0.045533642172813416,0.0009500160068273546,2
363,0.05551746487617493,0.0012592640221118926,2
513,0.06867741048336029,0.0009475199840962887,2
725,0.0897270143032074,0.0011128960177302358,2
1024,0.11632412672042847,0.0020047999769449236,2
32,0.030260443687438965,0.0019852800145745276,22
45,0.030861064791679382,0.001845503982156515,22
64,0.03326864540576935,0.0013483519889414307,22
91,0.03368781507015228,0.0015854720026254657,22
129,0.03457295894622803,0.0015365120023488998,22
182,0.037551239132881165,0.0010077440030872823,22
257,0.04609028995037079,0.0011932160072028635,22
363,0.05726078152656555,0.0024157439991831777,22
513,0.06930650770664215,0.001272512011229992,22
725,0.08981859683990479,0.0016133973250786464,22
1024,0.1167079039982387,0.0009899154390607561,22
32,0.03104729950428009,0.0018154239989817142,23
45,0.03312237560749054,0.004596032001078129,23
64,0.031179890036582947,0.001568640001118183,23
91,0.032748520374298096,0.0012915840111672877,23
129,0.03528405725955963,0.0020903039649128913,23
182,0.03817984461784363,0.0012820480056107049,23
257,0.04786774516105652,0.0018321279920637606,23
363,0.055699244141578674,0.0014378240033984186,23
513,0.06972140925271171,0.0014831177166530066,23
725,0.0903840959072113,0.0021300480291247367,23
1024,0.1168108582496643,0.0023467520028352734,23
32,0.030724331736564636,0.0017857919931411742,24
45,0.031767845153808594,0.0016354560106992724,24
64,0.031773641705513,0.0026063360050320628,24
91,0.03414340317249298,0.0021161599978804587,24
129,0.037398114800453186,0.0015783680230379105,24
182,0.03867347538471222,0.002142463997006416,24
257,0.04722540080547333,0.0017772159948945046,24
363,0.05718192458152771,0.0016821760162711145,24
513,0.06964898109436035,0.0017760814428329468,24
725,0.0901244084040324,0.0017896106640497844,24
1024,0.11639873186747234,0.00185753599802653,24
32,0.0325888991355896,0.0032236159965395926,25
45,0.03204376995563507,0.0021912320107221597,25
64,0.036008358001708984,0.005734143994748592,25
91,0.034562766551971436,0.0035674239918589597,25
129,0.03670494258403778,0.003012287974357605,25
182,0.04281783103942871,0.004571456059813499,25
257,0.04792393743991852,0.001880575992166996,25
363,0.057264583451407294,0.002957238827432905,25
513,0.07120421528816223,0.002424703985452652,25
725,0.08986860513687134,0.0016931839883327486,25
