local_bsz,step_time,sync_time,num_nodes,num_replicas
32,0.08104744553565979,0.030526737809181213,3,3
45,0.08039869368076324,0.030373329997062683,3,3
64,0.0823562741279602,0.030909185767173764,3,3
91,0.08866971731185913,0.02636876797676086,3,3
129,0.09080450236797333,0.013716239869594575,3,3
182,0.09510979056358337,0.010270770013332367,3,3
257,0.11273455619812012,0.011019531965255739,3,3
363,0.13768404722213745,0.010124703884124755,3,3
513,0.17733292281627655,0.010757977962493896,3,3
725,0.2344898283481598,0.010695518016815186,3,3
1024,0.3166235360232266,0.013235988443548029,3,3
32,0.09778487682342529,0.038977892041206365,3,4
45,0.0952436774969101,0.042495767831802374,3,4
64,0.08881910145282745,0.03770639395713806,3,4
91,0.09381969273090363,0.03760236001014709,3,4
129,0.10154058039188385,0.032628165602684014,3,4
182,0.10659243166446686,0.026562811970710754,3,4
257,0.11536000669002533,0.01455252182483673,3,4
363,0.13761745393276215,0.014615891993045806,3,4
513,0.17934849858283997,0.015151127994060518,3,4
725,0.23977446556091309,0.015471122662226361,3,4
1024,0.3220913069588797,0.019934390749250137,3,4
32,0.09766669571399689,0.05265792560577393,2,3
45,0.09775257110595703,0.05596389603614808,2,3
64,0.09738306701183319,0.04099631834030152,2,3
91,0.09717920422554016,0.04065500998497009,2,3
129,0.0981324315071106,0.02683974015712738,2,3
182,0.10177324712276459,0.02143240201473236,2,3
257,0.11256735026836395,0.011909463942050936,2,3
363,0.1371399164199829,0.01189664798974991,2,3
513,0.17622244358062744,0.012985982000827793,2,3
725,0.23431289196014404,0.013027164041996001,2,3
1024,0.315979849208485,0.01580592866377397,2,3
32,0.08997039496898651,0.04675534605979919,2,4
45,0.09373435378074646,0.05245351362228393,2,4
64,0.09416322410106659,0.05016511988639831,2,4
91,0.09685450792312622,0.03810788774490356,2,4
129,0.10526037216186523,0.03561903214454651,2,4
182,0.10689406096935272,0.027911650300025938,2,4
257,0.11838178336620331,0.017914609909057615,2,4
363,0.13937492668628693,0.010546437948942186,2,4
513,0.17693307995796204,0.0117494980096817,2,4
725,0.23465011517206827,0.011154474735260008,2,4
1024,0.3143056801387242,0.014303085599626814,2,4
32,0.10000954568386078,0.05405697226524353,3,6
45,0.10564950108528137,0.0555680878162384,3,6
64,0.11040931940078735,0.05354830217361451,3,6
91,0.10814107954502106,0.0517507016658783,3,6
129,0.11007007956504822,0.03895939409732819,3,6
182,0.11207522451877594,0.03221486806869507,3,6
257,0.12577524781227112,0.02447167980670929,3,6
363,0.14353018999099731,0.018305723965168,3,6
513,0.1811254241249778,0.01579257002743808,3,6
725,0.23760871092478433,0.0149170880317688,3,6
1024,0.3212572733561198,0.01881716251373291,3,6
32,0.10949946939945221,0.05959297180175782,3,8
45,0.10951153934001923,0.06045153212547303,3,8
64,0.1034204363822937,0.05062444615364075,3,8
91,0.11187444627285004,0.054591463804245,3,8
129,0.1062321811914444,0.03693551754951477,3,8
182,0.10973778367042542,0.03465015387535095,3,8
257,0.11816875636577606,0.01704059201478958,3,8
363,0.14094738165537515,0.015750085274378458,3,8
513,0.1826314926147461,0.0169365211214338,3,8
725,0.24128214518229166,0.01831173324584961,3,8
1024,0.32004237174987793,0.016852672576904298,3,8
32,0.10871344804763794,0.05897578239440918,2,6
45,0.10879495739936829,0.05750766229629517,2,6
64,0.10599322617053986,0.052161798000335685,2,6
91,0.10632963478565216,0.048447608232498156,2,6
129,0.10866101086139679,0.039104906320571904,2,6
182,0.11499056220054626,0.035981308460235596,2,6
257,0.11650151014328003,0.014992217898368836,2,6
363,0.14212612807750702,0.014900920033454895,2,6
513,0.17996098778464578,0.012912369554693048,2,6
725,0.24037476380666098,0.01587877877553304,2,6
1024,0.3202371597290039,0.021487786610921225,2,6
32,0.10940688848495483,0.0650006959438324,3,10
45,0.11518384516239166,0.06874188184738159,3,10
64,0.104765385389328,0.05821830630302429,3,10
91,0.1099269688129425,0.048929697990417485,3,10
129,0.10686549544334412,0.035054520130157474,3,10
182,0.11016698181629181,0.02834420597553253,3,10
257,0.11939028331211635,0.0180745553289141,3,10
363,0.1423528790473938,0.014536091923713686,3,10
513,0.1847650408744812,0.017031471967697144,3,10
725,0.23742914199829102,0.017466943740844728,3,10
32,0.10591432452201843,0.05558870625495912,2,8
45,0.09689168632030487,0.04730758571624756,2,8
64,0.09725883603096008,0.0457476098537445,2,8
91,0.10049089789390564,0.04183335804939271,2,8
129,0.1144648939371109,0.04271553802490234,2,8
182,0.10773587226867676,0.025846705913543704,2,8
257,0.11916404962539673,0.022788913965225224,2,8
363,0.14221004645029703,0.01751972301801046,2,8
513,0.181567805153983,0.014490098544529506,2,8
725,0.24254067738850912,0.024072565078735352,2,8
1024,0.3206360340118408,0.015452256202697754,2,8
32,0.11537966132164001,0.06986480236053466,3,12
45,0.11465135216712952,0.07371139287948607,3,12
64,0.12311697006225586,0.07634251642227174,3,12
91,0.11376501619815826,0.06127597212791442,3,12
129,0.12456944584846497,0.0555003764629364,3,12
182,0.12717680633068085,0.04678247570991516,3,12
257,0.13124448602849786,0.03036083481528543,3,12
363,0.14753981431325278,0.019626564979553222,3,12
513,0.18392793337504068,0.017572309176127118,3,12
32,0.10718907415866852,0.06366057991981505,3,14
45,0.11359356343746185,0.06194931459426879,3,14
64,0.1155291199684143,0.07137739181518554,3,14
91,0.12029416859149933,0.06318832349777222,3,14
129,0.11551700532436371,0.04481778049468994,3,14
